,type,amount
10588,purchase,43137
10589,purchase,1233
10590,purchase,39918
10591,purchase,11043
10592,purchase,3224
10593,purchase,30798
10594,purchase,5945
10595,purchase,11476
10596,purchase,5937
10597,purchase,2880
10598,purchase,26402
10599,purchase,9444
10600,purchase,8056
10601,purchase,3926
10602,purchase,13310
10603,purchase,9745
10604,purchase,12693
10605,purchase,11525
10606,purchase,2128
10607,purchase,13384
10608,purchase,2161
10609,purchase,12232
10610,purchase,5893
10611,purchase,11778
10612,purchase,6375
10613,purchase,7545
10614,purchase,12813
10615,purchase,11243
10616,purchase,5423
10617,purchase,9612
10618,purchase,7706
10619,purchase,26373
10620,purchase,44292
10621,purchase,8040
10622,purchase,1389
10623,purchase,10184
10624,purchase,5806
10625,purchase,6840
10626,purchase,9278
10627,purchase,12222
10628,purchase,1532
10629,purchase,13139
10630,purchase,4249
10631,purchase,30094
10632,purchase,8044
10633,purchase,5290
10634,purchase,10630
10635,purchase,5263
10636,purchase,6316
10637,purchase,12329
10638,purchase,11770
10639,purchase,49004
10640,purchase,17037
10641,purchase,49663
10642,purchase,9702
10643,purchase,14857
10644,purchase,3435
10645,purchase,27399
10648,purchase,8740
10649,sale_full,10661
10650,sale_full,14008
10651,sale_full,2209
10652,sale_full,14014
10653,purchase,4595
10654,sale_full,1057
10655,sale_full,14927
10656,sale_full,14032
10657,purchase,12113
10658,sale_full,9007
10659,purchase,11736
10660,purchase,11099
10661,purchase,2931
10662,sale_partial,11708
10663,purchase,28929
10664,sale_partial,4406
10665,sale_partial,31903
10666,purchase,4884
10667,purchase,27615
10668,sale_full,48588
10669,purchase,43327
10670,purchase,24584
10671,purchase,26430
10672,purchase,39436
10673,sale_full,13948
10674,purchase,90380
10675,sale_partial,40707
10676,purchase,4688
10677,sale_partial,7642
10678,purchase,11930
10679,purchase,11888
10680,purchase,11225
10681,purchase,1127
10682,sale_full,3778
10683,sale_partial,2343
10684,sale_full,4395
10685,purchase,8391
10686,purchase,14085
10687,purchase,5412
10688,sale_full,6648
10689,sale_full,14013
10690,sale_full,13886
10691,purchase,3629
10692,purchase,5499
10693,purchase,6289
10694,sale_partial,5667
10695,sale_partial,1889
10696,sale_full,14655
10697,purchase,9437
10698,sale_full,13948
10699,purchase,7729
10700,purchase,6501
10701,purchase,7497
10702,purchase,10286
10703,purchase,2599
10704,sale_partial,13595
10705,sale_full,13439
10706,purchase,12642
10707,sale_full,4047
10708,purchase,8202
10709,purchase,7039
10710,purchase,6911
10711,sale_full,3092
10712,purchase,13032
10713,sale_partial,12732
10714,sale_partial,11702
10715,sale_full,1073
10716,sale_full,1523
10717,sale_partial,1157
10718,purchase,12755
10719,purchase,11931
10720,sale_partial,12955
10721,sale_partial,9878
10722,sale_partial,11817
10723,purchase,2350
10724,purchase,1853
10725,purchase,1914
10726,purchase,3550
10727,purchase,13008
10728,purchase,12156
10729,sale_full,76740
10730,sale_full,68510
10731,purchase,76968
10732,purchase,79198
10733,purchase,3800
10734,purchase,2374
10735,purchase,14436
10736,purchase,7316
10737,purchase,12529
10738,purchase,2912
10739,purchase,7658
10740,purchase,6480
10741,purchase,8461
10742,purchase,1365
10743,purchase,9377
10744,purchase,1156
10745,purchase,13491
10746,purchase,14793
10747,purchase,5117
10748,sale_full,13342
10749,sale_full,4343
10750,purchase,6380
10751,purchase,13120
10752,purchase,915
10753,purchase,965
10754,purchase,5872
10755,purchase,3254
10756,purchase,14178
10757,purchase,216
10758,purchase,3159
10759,purchase,29218
10760,purchase,14163
10761,purchase,1219
10762,purchase,2036
10763,purchase,1161
10764,sale_full,1436
10765,sale_full,6187
10766,purchase,13543
10767,purchase,2364
10768,purchase,6078
10769,purchase,6080
10770,purchase,13884
10771,purchase,10177
10772,purchase,48338
10773,purchase,4438
10774,purchase,10511
10775,purchase,1542
10776,purchase,11931
10777,purchase,1389
10778,purchase,908
10779,purchase,5638
10780,purchase,1492
10781,exchange,28301
10782,exchange,6109
10783,purchase,6201
10784,purchase,7206
10785,purchase,1161
10786,sale_partial,429303
10787,sale_partial,244109
10788,sale_partial,12457
10789,sale_full,27132
10790,sale_full,12563
10791,sale_full,32039
10792,sale_partial,41615
10793,sale_full,14659
10794,sale_full,5554
10795,sale_partial,37440
10796,sale_partial,11270
10797,purchase,1437
10798,purchase,10376
10799,sale_full,4145
10800,sale_partial,929
10801,sale_full,178
10802,sale_partial,323
10803,sale_partial,967
10805,sale_partial,11753
10806,sale_full,27127
10807,purchase,44691
10808,sale_partial,6364
10809,sale_partial,14443
10811,sale_partial,13241
10812,sale_full,13903
10813,purchase,10698
10814,sale_partial,2874
10815,sale_partial,1620
10816,sale_partial,10838
10817,sale_partial,1350
10818,purchase,21908
10819,purchase,14338
10820,sale_partial,13700
10821,sale_partial,5721
10822,sale_full,11340
10823,purchase,11074
10824,sale_partial,8042
10825,sale_full,3521
10826,sale_full,5556
10827,sale_partial,7257
10828,sale_partial,1768
10829,sale_full,14376
10830,sale_partial,14561
10831,sale_partial,10405
10832,sale_partial,8080
10833,sale_partial,2566
10834,sale_partial,8594
10835,sale_partial,11777
10836,sale_full,7860
10837,purchase,11149
10838,sale_full,12405
10839,purchase,2614
10840,purchase,8764
10841,purchase,12737
10842,sale_full,14254
10843,sale_partial,33218
10844,sale_full,1380
10845,purchase,12647
10846,sale_partial,9968
10847,sale_partial,5568
10848,purchase,2851
10849,purchase,11264
10850,purchase,80800
10851,sale_partial,9385
10852,purchase,12995
10853,sale_partial,1657
10854,sale_full,9811
10855,purchase,5754
10856,sale_full,5405
10857,sale_partial,14071
10858,sale_partial,13781
10859,sale_partial,14318
10860,purchase,1770
10861,sale_partial,13992
10862,purchase,9559
10863,purchase,5109
10864,purchase,6938
10865,sale_partial,13941
10866,sale_partial,2332
10867,sale_partial,4013
10868,sale_partial,8495
10869,sale_partial,12526
10870,purchase,12146
10871,purchase,11603
10872,sale_partial,13459
10873,purchase,7917
10874,purchase,1669
10875,purchase,10002
10876,purchase,3015
10877,purchase,21011
10878,purchase,4804
10879,purchase,3210
10880,purchase,1656
10881,purchase,9057
10882,purchase,5364
10883,purchase,6500
10884,purchase,11892
10885,purchase,4264
10886,sale_full,36199
10887,sale_full,21902
10888,sale_full,47802
10889,sale_full,22198
10890,sale_full,20128
10891,sale_full,40112
10892,sale_full,15640
10893,sale_full,28258
10894,sale_full,24996
10895,sale_full,24486
10896,sale_full,34158
10897,sale_full,39216
10898,sale_full,25792
10899,sale_full,46405
10900,sale_full,89518
10901,sale_full,330253
10902,sale_full,13278
10903,sale_full,13437
10904,sale_full,740878
10905,sale_full,40466
10906,sale_full,74987
10907,sale_full,302018
10908,sale_full,452990
10909,sale_full,12623
10910,purchase,11238
10911,purchase,14869
10912,purchase,4041
10914,purchase,5133
10915,purchase,10857
10916,purchase,295
10917,purchase,2812
10918,purchase,681
10919,purchase,820
10920,purchase,815
10921,purchase,5432
10922,purchase,7942
10937,sale_full,26738
10938,purchase,21373
10939,sale_partial,21239
10940,sale_partial,3467
10941,purchase,47022
10942,purchase,29883
10944,purchase,6067
10945,purchase,5867
10946,sale_full,23012
10947,purchase,3074
10948,sale_full,14206
10949,sale_full,7787
10950,sale_full,4281
10951,sale_full,41785
10952,purchase,45028
10953,purchase,15168
10954,sale_full,7215
10955,purchase,13436
10956,sale_partial,53094
10959,purchase,47232
10960,purchase,25704
10961,sale_full,48031
10962,exchange,48384
10963,exchange,6217
10964,purchase,49996
10965,purchase,76578
10966,purchase,49951
10967,exchange,12448
10968,exchange,15874
10969,sale_full,19162
10970,sale_full,36477
10971,sale_full,9390
10972,sale_full,4345
10973,sale_full,5920
10992,purchase,2005
10993,purchase,1042
10994,sale_partial,9060
10997,purchase,7689
11002,sale_partial,7518
11003,sale_full,4642
11004,purchase,2199
11005,sale_full,3910
11006,sale_full,5740
11007,purchase,4034
11008,sale_full,10416
11009,sale_full,5330
11010,sale_full,13618
11011,sale_partial,206070
11012,sale_full,6655
11013,purchase,315648
11014,purchase,41223
11015,purchase,464546
11016,sale_full,188515
11017,sale_partial,993657
11018,purchase,45871
11019,sale_full,277456
11020,purchase,10262
11021,purchase,7704
11022,purchase,7362
11023,purchase,357980
11024,purchase,14398
11025,sale_partial,763
11026,sale_partial,367
11027,sale_partial,565
11028,sale_partial,13601
11029,sale_partial,509
11030,sale_partial,5297
11031,sale_partial,1695
11032,sale_full,10177
11033,sale_full,24120
11034,purchase,19129
11035,sale_full,36951
11036,purchase,18499
11037,purchase,5002
11038,sale_full,6425
11039,purchase,17826
11040,purchase,14288
11041,exchange,2704
11042,exchange,11273
11043,purchase,6542
11044,purchase,30664
11045,purchase,41578
11046,purchase,1490
11047,purchase,14981
11048,purchase,4701
11049,purchase,9815
11050,purchase,10035
11051,purchase,7054
11052,purchase,16682
11092,sale_full,1204
11093,sale_full,8360
11116,sale_full,2101
11117,purchase,9976
11118,sale_partial,8421
11119,sale_partial,2914
11120,sale_partial,1081
11121,sale_full,13613
11122,sale_partial,5432
11123,sale_partial,10109
11124,sale_partial,8327
11125,sale_partial,10546
11126,purchase,11437
11127,purchase,12248
11128,purchase,12435
11129,purchase,11930
11130,purchase,6913
11131,purchase,12262
11132,purchase,6406
11133,purchase,2176
11134,sale_partial,11555
11135,purchase,4675
11136,sale_partial,1709
11137,purchase,14238
11138,purchase,14410
11139,sale_partial,10099
11171,purchase,52372
11172,purchase,47733
11173,sale_full,21162
11174,sale_full,1256
11175,purchase,20060
11176,purchase,41051
11177,purchase,28751
11178,purchase,40578
11179,purchase,36974
11180,sale_full,32197
11181,sale_full,40521
11182,purchase,40458
11183,purchase,26660
11184,purchase,29766
11185,purchase,24199
11186,purchase,5890
11187,sale_full,7199
11188,purchase,94529
11189,purchase,3246
11190,purchase,20882
11191,purchase,2845
11192,purchase,25408
11193,purchase,31268
11194,purchase,89647
11195,purchase,19271
11196,sale_full,56355
11197,purchase,42102
11198,purchase,29436
11199,purchase,31313
11200,sale_partial,554976
11201,sale_partial,879554
11204,sale_partial,166011
11205,sale_partial,106334
11206,purchase,25526
11207,sale_partial,980908
11208,sale_partial,588080
11209,purchase,10811
11210,sale_full,41501
11211,sale_full,40181
11212,sale_partial,43996
11213,sale_full,56350
11228,purchase,21833
11230,purchase,18409
11256,purchase,64416
11257,purchase,20009
11258,purchase,2381
11259,sale_full,61949
11309,exchange,44228
11310,exchange,27552
11311,sale_partial,10502
11312,purchase,8875
11313,purchase,9652
11314,purchase,11116
11315,purchase,12451
11316,purchase,819
11317,purchase,193
11318,purchase,448
11324,purchase,38252
11325,sale_full,21139
11343,purchase,12740
11344,sale_full,12371
11345,purchase,97614
11346,purchase,45476
11347,sale_full,14580
11348,sale_full,12160
11349,purchase,2228
11350,sale_full,14704
11351,purchase,7757
11352,purchase,1234
11353,sale_full,2818
11354,purchase,7244
11355,sale_full,9503
11356,sale_full,5918
11357,purchase,11989
11358,purchase,6182
11359,sale_full,4429
11360,sale_full,13000
11361,purchase,5518
11362,sale_full,18678
11363,sale_partial,2996
11364,sale_partial,15901
11365,purchase,9395
11367,sale_full,3649
11368,sale_full,8881
11371,sale_partial,55543
11372,purchase,76333
11373,sale_partial,5949
11374,purchase,6424
11375,purchase,5683
11403,sale_full,2981
11423,exchange,4301
11424,exchange,10926
11425,purchase,8893
11426,purchase,7361
11427,sale_full,34261
11428,purchase,2533
11431,purchase,8644
11432,purchase,12451
11433,sale_partial,49237
11434,purchase,93533
11435,sale_partial,2703
11436,sale_partial,28924
11437,purchase,33371
11438,purchase,31794
11439,purchase,29722
11440,sale_partial,9708
11441,purchase,85982
11442,purchase,32842
11443,purchase,43056
11444,sale_partial,12173
11445,sale_partial,18168
11446,purchase,83928
11447,purchase,47322
11448,sale_partial,60952
11449,purchase,11781
11450,sale_partial,75023
11451,sale_partial,1742
11452,sale_partial,235761
11453,sale_partial,14551
11454,purchase,24185
11455,purchase,15443
11456,purchase,1941
11457,sale_partial,7527
11458,sale_partial,34035
11459,sale_partial,11406
11460,sale_partial,7070
11461,sale_partial,47421
11462,purchase,47648
11463,purchase,29507
11464,sale_partial,11392
11465,purchase,85027
11466,purchase,13470
11467,sale_partial,7243
11468,sale_partial,17767
11469,purchase,48740
11470,sale_partial,143825
11471,sale_partial,93276
11472,sale_partial,16793
11473,purchase,23247
11474,sale_partial,1936
11475,sale_partial,9655
11476,sale_partial,8364
11477,purchase,702026
11478,sale_partial,8946
11479,sale_partial,2604
11480,purchase,52085
11481,sale_partial,2893
11482,purchase,23500
11483,purchase,73387
11484,purchase,46426
11485,purchase,15277
11486,sale_partial,11949
11487,sale_partial,36243
11488,purchase,9969
11489,sale_partial,46571
11490,sale_partial,54367
11491,sale_partial,26952
11492,purchase,24368
11493,purchase,59904
11494,sale_partial,29980
11495,purchase,16899
11496,purchase,24793
11497,sale_partial,172667
11498,sale_partial,22035
11499,purchase,39758
11500,purchase,8110
11501,purchase,16502
11502,sale_partial,47353
11503,sale_partial,43644
11504,sale_partial,14247
11505,sale_partial,80155
11506,purchase,34750
11507,purchase,60952
11508,sale_partial,46951
11509,sale_partial,23631
11510,sale_partial,45126
11511,purchase,34861
11512,sale_partial,31050
11513,sale_partial,11243
11514,sale_partial,26290
11515,sale_partial,46710
11516,sale_partial,9060
11517,purchase,27256
11518,purchase,28801
11519,sale_partial,43115
11520,purchase,40853
11521,sale_partial,78182
11522,sale_partial,38355
11523,sale_partial,26605
11524,sale_partial,227702
11525,purchase,23295
11526,sale_partial,15709
11527,sale_partial,45203
11528,purchase,42231
11529,sale_partial,32000
11530,sale_partial,1359
11531,sale_partial,18744
11532,sale_partial,230164
11533,purchase,6261
11534,purchase,38865
11535,sale_full,42684
11536,purchase,246643
11537,sale_full,387127
11538,purchase,12006
11539,purchase,51009
11540,sale_full,186838
11541,purchase,33838
11542,sale_full,126960
11543,purchase,33916
11544,purchase,19721
11545,purchase,17205
11546,sale_full,349493
11547,sale_full,469257
11548,purchase,64305
11549,purchase,13052
11550,purchase,54093
11551,purchase,98956
11552,purchase,44610
11553,sale_full,24245
11554,purchase,239023
11555,purchase,124075
11556,purchase,16437
11557,purchase,24762
11558,sale_full,14663
11559,sale_full,45875
11560,sale_full,7468
11561,sale_full,13663
11562,purchase,7746
11563,purchase,12029
11564,purchase,11798
11565,purchase,8995
11566,purchase,10271
11567,sale_full,6194
11568,purchase,3222
11569,sale_partial,14136
11570,sale_full,3643
11571,purchase,1562
11572,purchase,8296
11573,purchase,2073
11574,purchase,14154
11575,sale_full,33516
11576,purchase,8996
11577,purchase,1567
11578,purchase,13849
11579,purchase,2762
11580,purchase,8279
11581,sale_full,1916
11582,purchase,3897
11583,purchase,12965
11584,sale_full,13335
11585,purchase,8520
11586,sale_full,8695
11587,sale_full,6540
11588,sale_full,2694
11589,sale_full,7116
11590,purchase,2795
11591,sale_full,2909
11592,purchase,1049
11593,purchase,11455
11594,purchase,2291
11595,purchase,11173
11596,purchase,13905
11597,purchase,1136
11598,purchase,13877
11599,purchase,1525
11600,purchase,10608
11601,purchase,190012
11602,purchase,8378
11603,sale_partial,13480
11604,purchase,5336
11605,purchase,9752
11606,purchase,5053
11607,sale_partial,6447
11608,sale_partial,10000
11609,purchase,2602
11610,sale_partial,6207
11611,purchase,10311
11612,purchase,14053
11613,purchase,1623
11614,purchase,5165
11615,purchase,14065
11616,purchase,1009
11617,purchase,14840
11618,purchase,2973
11619,purchase,14173
11620,sale_partial,5909
11621,sale_partial,6304
11622,sale_partial,11036
11623,purchase,103522
11624,sale_full,101905
11625,sale_full,324942
11626,sale_full,29367
11627,purchase,86532
11628,purchase,215455
11629,purchase,28101
11630,purchase,52337
11631,sale_partial,130186
11632,sale_full,13819
11633,sale_full,3759
11634,exchange,8515
11635,exchange,7721
11636,exchange,14066
11637,exchange,3052
11638,exchange,8233
11639,exchange,14549
11640,exchange,7403
11641,exchange,12627
11642,exchange,11808
11643,exchange,1778
11644,purchase,9071
11645,sale_partial,2642
11646,sale_full,33956
11647,sale_full,12348
11648,sale_full,14317
11649,sale_full,20824
11650,sale_full,8161
11651,sale_full,1156
11652,purchase,3461
11653,sale_partial,7629
11654,sale_partial,3474
11655,sale_partial,10043
11656,purchase,12642
11657,sale_partial,6069
11658,purchase,4184
11659,sale_partial,3205
11660,sale_partial,7381
11661,sale_full,3828
11662,purchase,10997
11663,sale_partial,10209
11664,sale_full,13308
11665,sale_full,13241
11666,sale_partial,2831
11667,sale_partial,14863
11668,sale_partial,9983
11669,sale_partial,3742
11670,sale_full,9562
11671,sale_full,8544
11672,purchase,11085
11673,sale_full,5110
11674,purchase,5592
11675,sale_partial,13095
11676,sale_partial,6556
11677,sale_full,4385
11678,sale_partial,1967
11679,sale_partial,1742
11680,sale_partial,5417
11681,sale_full,12730
11682,purchase,123864
11683,sale_partial,12036
11684,sale_partial,2797
11685,purchase,13768
11686,sale_partial,6936
11687,sale_partial,9505
11688,sale_partial,2136
11689,sale_full,5578
11690,purchase,7385
11691,purchase,42362
11692,sale_partial,10813
11693,sale_partial,6959
11694,purchase,13894
11695,sale_full,10902
11696,sale_partial,13206
11697,sale_partial,8427
11698,purchase,8162
11699,sale_partial,6860
11700,purchase,14935
11701,sale_full,9920
11702,purchase,3162
11703,sale_partial,1743
11704,sale_partial,9582
11705,sale_full,14672
11706,sale_full,10724
11707,purchase,13873
11708,purchase,6600
11709,purchase,3339
11710,sale_full,6793
11711,sale_full,9040
11712,purchase,12958
11713,purchase,9495
11714,sale_full,14767
11715,sale_full,9949
11716,purchase,7985
11717,purchase,1119
11718,sale_full,88028
11719,purchase,232347
11720,exchange,84072
11721,sale_full,4067
11722,sale_partial,3711
11723,sale_partial,9996
11724,sale_partial,6833
11725,sale_full,6449
11726,sale_full,18112
11727,purchase,12850
11728,sale_partial,26079
11729,purchase,75623
11730,sale_full,59317
11731,purchase,8090
11732,sale_full,14923
11733,purchase,607
11734,sale_partial,997
11735,sale_partial,390
11736,purchase,700
11737,purchase,159
11738,sale_partial,10609
11739,sale_partial,930
11740,purchase,14061
11741,purchase,4958
11742,sale_full,31743
11743,purchase,13152
11744,purchase,5773
11745,purchase,13250
11746,purchase,1420
11747,purchase,2128
11748,sale_partial,44420
11749,sale_full,2796
11750,purchase,11593
11751,purchase,23234
11752,purchase,6470
11753,purchase,7325
11754,purchase,2591
11755,sale_partial,8437
11756,purchase,2515
11757,sale_partial,8188
11758,purchase,32630
11759,purchase,13516
11760,purchase,12722
11761,purchase,14638
11762,purchase,7589
11764,sale_partial,14422
11765,sale_partial,14627
11766,sale_partial,9785
11767,purchase,11074
11768,purchase,6351
11769,sale_partial,3311
11770,purchase,10424
11771,sale_partial,11162
11772,sale_partial,4061
11773,sale_full,13529
11774,sale_partial,13849
11775,sale_partial,3201
11776,purchase,8395
11777,sale_partial,5328
11778,purchase,5506
11779,purchase,11791
11780,purchase,7401
11781,sale_partial,5245
11782,sale_full,13806
11783,sale_partial,6496
11784,sale_full,3220
11785,purchase,14171
11786,purchase,7344
11787,purchase,7158
11788,purchase,11719
11789,purchase,2044
11790,purchase,716921
11791,purchase,144980
11792,purchase,417961
11793,purchase,849170
11794,purchase,265735
11798,sale_partial,810
11799,sale_partial,24
11800,sale_partial,726
11801,sale_partial,235
11802,sale_partial,236
11803,sale_partial,565
11804,sale_partial,163
11805,sale_partial,97
11806,sale_full,3415
11807,sale_full,225415
11808,purchase,147620
11809,purchase,92793
11810,purchase,7382
11811,purchase,96895
11812,purchase,46469
11813,purchase,18777
11814,sale_partial,78467
11815,purchase,3513
11816,sale_full,9052
11817,purchase,7696
11818,sale_full,11938
11819,purchase,11072
11820,sale_full,2107
11821,purchase,14780
11822,sale_full,6107
11823,purchase,7883
11824,sale_full,11408
11825,purchase,8083
11826,sale_full,13351
11827,purchase,4849
11828,sale_full,14746
11829,purchase,6764
11830,purchase,4470
11831,purchase,8679
11832,sale_full,13722
11833,purchase,2239
11834,sale_full,2594
11835,purchase,11543
11836,purchase,14214
11837,sale_full,9511
11838,purchase,6039
11839,exchange,14099
11840,purchase,5876
11841,purchase,11719
11842,purchase,10091
11843,sale_partial,9798
11844,purchase,7801
11845,sale_partial,12815
11846,purchase,7472
11847,sale_partial,7784
11848,purchase,2675
11849,sale_full,1624
11850,sale_full,2200
11851,purchase,22922
11852,sale_partial,10708
11853,purchase,5170
11854,purchase,10869
11855,sale_partial,10248
11856,purchase,12985
11857,sale_partial,3420
11858,purchase,10451
11859,purchase,10465
11860,purchase,4691
11861,sale_full,11947
11862,sale_full,40616
11863,sale_partial,3507
11864,sale_full,4546
11865,purchase,14857
11866,purchase,6516
11867,purchase,11075
11868,purchase,8523
11869,purchase,8006
11870,sale_partial,7773
11871,purchase,11593
11872,sale_full,11084
11873,purchase,10101
11874,purchase,10695
11875,purchase,9643
11876,sale_partial,9927
11877,purchase,14319
11878,sale_partial,1183
11879,purchase,5983
11880,purchase,9091
11881,purchase,10720
11882,sale_partial,11998
11883,purchase,9957
11884,sale_full,12886
11885,sale_full,14531
11886,purchase,6209
11887,sale_full,1668
11888,purchase,13393
11889,sale_full,8641
11890,sale_full,2919
11891,purchase,1786
11892,sale_partial,10831
11893,sale_partial,2350
11894,purchase,6019
11895,sale_full,7568
11896,sale_full,4482
11897,sale_partial,8774
11898,purchase,2256
11899,purchase,13519
11900,sale_full,11832
11901,purchase,5311
11902,purchase,9422
11903,purchase,10231
11904,purchase,46416
11905,purchase,7669
11906,sale_full,8290
11907,sale_full,11033
11908,purchase,10243
11909,purchase,5387
11910,purchase,11849
11911,purchase,4204
11912,purchase,7377
11913,purchase,3303
11914,purchase,3293
11915,sale_full,11794
11916,purchase,14254
11917,sale_full,7281
11918,sale_partial,14962
11919,purchase,5984
11920,sale_partial,6647
11921,sale_partial,7819
11922,sale_full,6785
11923,purchase,14081
11924,sale_full,13247
11925,purchase,3515
11926,sale_partial,10556
11927,sale_partial,5970
11928,purchase,1716
11929,purchase,9588
11930,purchase,11775
11931,purchase,8158
11932,purchase,1478
11933,purchase,12727
11934,purchase,9706
11935,purchase,10580
11936,purchase,9621
11937,sale_partial,7333
11938,sale_full,11560
11939,sale_partial,13981
11940,sale_partial,1060
11941,sale_full,13087
11942,purchase,5570
11943,purchase,1960
11944,purchase,8107
11945,purchase,11272
11946,sale_full,9055
11947,purchase,7299
11948,sale_partial,14100
11949,purchase,6931
11950,purchase,12400
11951,purchase,13530
11952,sale_full,33053
11953,sale_full,9238
11954,sale_full,8658
11955,purchase,5750
11956,sale_full,5824
11957,purchase,2498
11958,sale_partial,13623
11959,sale_full,1239
11960,sale_full,5429
11961,purchase,7721
11987,sale_full,9104
12003,purchase,12742
12004,sale_full,55025
12005,sale_full,232065
12006,purchase,2264
12007,purchase,57884
12008,purchase,54457
12009,purchase,459203
12010,purchase,420001
12011,purchase,140619
12012,purchase,21403
12013,purchase,57452
12014,purchase,112309
12015,sale_partial,9756
12016,sale_partial,9385
12017,purchase,12266
12018,purchase,6212
12019,purchase,10653
12020,sale_partial,11696
12021,purchase,4661
12022,purchase,6293
12023,sale_partial,7211
12024,purchase,13338
12025,purchase,6211
12026,purchase,12789
12027,sale_partial,6854
12028,sale_partial,3658
12029,sale_partial,3938
12030,purchase,1976
12031,purchase,2553
12032,purchase,8772
12033,purchase,8397
12034,purchase,14937
12035,sale_partial,1760
12036,sale_partial,10527
12037,sale_partial,1271
12038,sale_partial,11154
12039,sale_partial,1312
12040,purchase,13196
12041,purchase,11118
12042,sale_partial,2595
12043,sale_partial,8959
12044,sale_partial,1302
12045,purchase,7850
12046,purchase,10463
12047,purchase,14492
12048,sale_partial,8991
12049,sale_partial,12863
12050,sale_full,3576
12051,purchase,2443
12052,sale_partial,7405
12053,sale_partial,2499
12054,purchase,14792
12055,sale_full,11665
12056,sale_full,4890
12057,sale_full,3157
12058,sale_full,10201
12059,purchase,223
12060,purchase,3513
12061,purchase,5207
12208,purchase,13823
12213,purchase,34894
12214,sale_full,330684
12215,sale_full,115639
12216,purchase,339418
12217,purchase,2195
12218,purchase,9065
12219,purchase,7703
12220,sale_partial,2146
12221,purchase,5228
12222,exchange,41276
12223,sale_partial,13163
12224,purchase,2309
12225,sale_partial,8364
12226,sale_partial,8565
12227,purchase,11996
12228,purchase,9383
12229,purchase,5702
12230,exchange,1658
12231,purchase,14137
12232,purchase,10274
12233,sale_partial,12539
12234,purchase,1530
12235,sale_partial,12947
12236,sale_full,8371
12237,sale_partial,3944
12238,sale_partial,12051
12239,purchase,4266
12240,sale_partial,6084
12241,sale_partial,3884
12242,sale_partial,2713
12243,purchase,4373
12244,purchase,4922
12245,sale_partial,14088
12246,purchase,11137
12247,sale_full,13749
12248,sale_full,13298
12249,purchase,1986
12250,purchase,4965
12251,purchase,6844
12252,sale_full,7403
12253,sale_full,5147
12254,purchase,11730
12255,sale_partial,1273
12256,purchase,11052
12257,purchase,1434
12258,sale_full,13634
12259,sale_full,10950
12260,sale_partial,2318
12261,purchase,11661
12262,purchase,1011
12263,sale_partial,10178
12264,purchase,5416
12265,sale_partial,11740
12266,sale_full,3081
12267,sale_full,8244
12268,purchase,6324
12269,exchange,9744
12270,purchase,1456
12271,sale_partial,3101
12272,purchase,1204
12273,exchange,5015
12274,exchange,5133
12275,sale_partial,2238
12276,sale_full,8265
12277,purchase,12377
12278,sale_partial,13453
12279,purchase,7632
12280,purchase,2149
12281,sale_full,10186
12282,purchase,10315
12283,sale_partial,1616
12284,sale_partial,4563
12285,purchase,10754
12286,sale_partial,1798
12287,purchase,11928
12288,purchase,47856
12289,purchase,3772
12290,purchase,7021
12291,purchase,7916
12292,purchase,11508
12293,purchase,4174
12294,purchase,17094
12295,sale_partial,2657
12296,sale_partial,7313
12297,purchase,12759
12298,sale_partial,11600
12299,purchase,4141
12300,sale_partial,3597
12301,purchase,1277
12302,purchase,2359
12303,purchase,14112
12304,sale_partial,9515
12305,sale_partial,7382
12306,sale_partial,2414
12307,purchase,4896
12308,sale_full,13086
12309,sale_partial,12182
12310,sale_partial,13937
12311,sale_full,8499
12312,sale_partial,8638
12313,purchase,3904
12314,purchase,13407
12315,sale_partial,6251
12316,purchase,6034
12317,sale_partial,9007
12318,sale_partial,7813
12319,sale_partial,7736
12320,sale_partial,10242
12321,purchase,12314
12322,purchase,5729
12323,sale_partial,1369
12324,purchase,4214
12325,sale_full,4511
12326,purchase,9134
12327,purchase,8751
12328,purchase,5984
12329,purchase,10412
12330,sale_partial,9820
12331,purchase,4728
12332,purchase,5538
12333,sale_full,2903
12334,sale_partial,2648
12335,sale_full,9083
12336,sale_partial,46576
12337,purchase,11518
12338,purchase,8838
12339,sale_partial,50166
12340,sale_full,146529
12341,sale_full,5362
12342,purchase,7155
12343,purchase,12938
12344,sale_full,9485
12345,sale_full,3869
12346,purchase,80929
12347,purchase,12060
12348,purchase,124335
12349,sale_partial,98902
12350,sale_partial,924970
12351,sale_full,364674
12352,purchase,30986
12353,purchase,5114
12354,sale_full,35627
12355,purchase,139521
12356,purchase,139084
12357,purchase,134704
12358,purchase,5805
12359,purchase,164712
12360,purchase,5566
12361,purchase,14309
12362,purchase,11080
12363,sale_full,13297
12364,sale_full,4051
12365,sale_full,10438
12366,sale_full,10452
12367,sale_full,8160
12368,sale_full,9991
12369,sale_full,14220
12370,sale_full,14487
12371,sale_full,31958
12372,purchase,43333
12374,purchase,72863
12375,purchase,45437
12376,sale_full,111732
12377,purchase,8953
12378,purchase,4039
12379,purchase,2282
12380,sale_full,24954
12381,purchase,2881
12382,sale_full,15250
12383,purchase,9148
12384,sale_partial,9948
12388,sale_full,11840
12389,sale_full,7675
12390,purchase,37343
12391,purchase,13687
12392,purchase,21975
12393,sale_partial,94096
12394,purchase,9489
12395,purchase,17328
12396,sale_partial,7992
12397,sale_partial,3663
12398,sale_full,1555
12399,sale_full,9293
